Zip3,Zipcode,Z,ZipcodeType,City,State,Population,Density,TotalWages,Wealthy,HouseOfUnits,LandArea,WaterArea,Latitude,Longitude,NEBoundLatitude,NEBoundLongitude,SWBoundLatitude,SWBoungLongitude
274,27409,27409,Standard,Greensboro,NC,15621,803.1362468,232609200,14890.80085,8561,19.45,0.07,36.0896801,-79.9528451,36.172852,-79.876458,36.0373881,-79.9961399
435,43551,43551,Standard,Perrysburg,OH,37002,467.433047,1078398460,29144.32896,16231,79.16,1.21,41.5214385,-83.570964,41.6013499,-83.414716,41.4575538,-83.7160299
103,10303,10303,Standard,Staten Island,NY,26337,8387.579618,403112821,15305.9506,8811,3.14,0.03,40.6311444,-74.1739057,40.6454619,-74.143086,40.619286,-74.2002469
207,20794,20794,Standard,Jessup,MD,14098,1382.156863,212703334,15087.48291,3202,10.2,0.01,39.1551963,-76.7913558,39.177315,-76.7358,39.1205341,-76.8454709
201,20163,20163,Standard,Sterling,VA,X,X,X,X,X,X,X,39.0038702,-77.4383905,X,X,X,X
430,43085,43085,Standard,Columbus,OH,23258,3151.490515,624688968,26859.10087,10228,7.38,0.08,40.103832,-83.0200245,40.1274649,-82.9677169,40.07456,-83.055387
726,72685,72685,Standard,Western Grove,AR,1365,26.67057444,13765082,10084.30916,632,51.18,0.1,36.0312601,-92.9575607,36.1162291,-92.8822659,35.928936,-93.0425509
440,44060,44060,Standard,Mentor,OH,60211,1563.110073,1368481808,22728.10297,26030,38.52,1.5,41.6906085,-81.3179364,41.765068,-81.262041,41.614641,-81.390954
270,27028,27028,Standard,Mocksville,NC,25839,133.9710686,370179245,14326.3766,11278,192.87,1.83,35.9367033,-80.5882803,36.051114,-80.4403279,35.742811,-80.7209019
278,27834,27834,Standard,Greenville,NC,52914,299.1012379,581532012,10990.13516,24429,176.91,1.12,35.6450428,-77.4242972,35.813131,-77.152973,35.526893,-77.553829
277,27703,27703,Standard,Durham,NC,41937,767.9362754,714334636,17033.5178,17221,54.61,3.24,35.9657059,-78.8042828,36.029435,-78.707364,35.867358,-78.9001959
956,95688,95688,Standard,Vacaville,CA,34379,423.4388471,764285035,22231.15957,12997,81.19,0.29,38.4087013,-122.0155491,38.5079599,-121.8873911,38.31538,-122.126628
230,23011,23011,Standard,Barhamsville,VA,1429,65.4903758,23486126,16435.35759,420,21.82,4.22,37.4564007,-76.7913558,37.524998,-76.741984,37.433226,-76.8740289
27,2703,2703,Standard,Attleboro,MA,43593,1625.997762,965326587,22144.07329,18019,26.81,1,41.925494,-71.2992993,41.9873001,-71.2081621,41.8931988,-71.3816999
894,89434,89434,Standard,Sparks,NV,25416,849.4652406,444064460,17471.84687,10670,29.92,0.27,39.5351309,-119.5803605,39.673938,-119.309814,39.461892,-119.7386741
655,65555,65555,Standard,Raymondville,MO,1087,13.3834031,7766349,7144.75529,565,81.22,0,37.3481152,-91.7733566,37.4276701,-91.6572219,37.2791321,-91.8674929
757,75783,75783,Standard,Quitman,TX,7219,59.26442821,86970031,12047.37928,3714,121.81,8.76,32.8260186,-95.435853,32.9258559,-95.2687799,32.7173189,-95.5461739
401,40165,40165,Standard,Shepherdsville,KY,32726,226.6029636,528157345,16138.76872,12827,144.42,1.69,37.9638131,-85.7051116,38.0826526,-85.5239199,37.828398,-85.9262029
378,37814,37814,Standard,Morristown,TN,33071,743.0015727,425752922,12873.90529,14232,44.51,9.03,36.2396396,-83.3254958,36.29669,-83.218248,36.1575709,-83.434002
639,63965,63965,Standard,Van Buren,MO,2697,12.79715302,26119506,9684.651835,1572,210.75,1.11,36.906743,-91.0203224,37.1083329,-90.7941199,36.8175541,-91.1665939
656,65606,65606,Standard,Alton,MO,3613,17.72903479,25039494,6930.388597,1765,203.79,0.72,36.7314748,-91.3276422,36.8173889,-91.1664259,36.6025449,-91.5299069
442,44203,44203,Standard,Barberton,OH,41248,1178.177664,595108974,14427.58374,18234,35.01,1.34,41.0274472,-81.6363869,41.080498,-81.552689,40.9664819,-81.70394
608,60803,60803,Standard,Alsip,IL,22285,2951.655629,398247522,17870.65389,9288,7.55,0.15,41.6685425,-87.7271123,41.691688,-87.690823,41.650984,-87.779117
112,11231,11231,Standard,Brooklyn,NY,33336,23476.05634,1036926627,31105.31039,16149,1.42,0.03,40.6772802,-74.0094471,40.6937918,-73.9880799,40.664569,-74.0478164
18,1801,1801,Standard,Woburn,MA,38903,3075.335968,978759571,25158.97414,16737,12.65,0.31,42.4884618,-71.1329685,42.531286,-71.113484,42.4497949,-71.2069668
973,97355,97355,Standard,Lebanon,OR,28613,137.0879647,366875509,12821.98682,12100,208.72,1.28,44.5395868,-122.7709422,44.6481379,-122.56251,44.389038,-123.018531
547,54703,54703,Standard,Eau Claire,WI,42272,532.2588769,640556874,15153.21901,18153,79.42,3.54,44.8594192,-91.5015009,44.9008551,-91.272677,44.708965,-91.654613
741,74145,74145,Standard,Tulsa,OK,17402,2866.886326,254821382,14643.22388,8507,6.07,0.01,36.1026614,-95.8828751,36.1205589,-95.8685621,36.0753469,-95.910383
76,7662,7662,Standard,Rochelle Park,NJ,5530,5317.307692,149859083,27099.29168,2170,1.04,0.02,40.9094443,-74.0799469,40.9202371,-74.068909,40.890394,-74.090897
189,18936,18936,Standard,Montgomeryville,PA,4,5.479452055,,,2,0.73,0,40.2314755,-75.2231106,40.2583429,-75.215986,40.2073709,-75.248266
271,27105,27105,Standard,Winston Salem,NC,39568,1173.080344,348853647,8816.560023,17161,33.73,0.09,36.1568627,-80.2432839,36.2246151,-80.167576,36.102633,-80.3093579
152,15233,15233,Standard,Pittsburgh,PA,4451,3589.516129,46354945,10414.50124,1725,1.24,0.45,40.4543466,-80.0283415,40.478524,-80.0134129,40.4461991,-80.051178
161,16133,16133,Standard,Jackson Center,PA,1573,56.72556798,24205469,15388.09218,668,27.73,0.28,41.2761122,-80.1205256,41.337466,-80.03113,41.2259419,-80.174303
309,30901,30901,Standard,Augusta,GA,16445,800.6329114,108958212,6625.613378,8382,20.54,0.96,33.4577032,-81.9643913,33.48455,-81.909629,33.367509,-82.00596
490,49036,49036,Standard,Coldwater,MI,24868,157.9622689,303779128,12215.66382,11666,157.43,7.85,41.9327779,-85.0649071,42.043872,-84.9125239,41.7594909,-85.1758109
386,38654,38654,Standard,Olive Branch,MS,45956,484.3081463,925973852,20149.13944,17347,94.89,0.28,34.9284937,-89.8317729,34.9948761,-89.6887858,34.8457571,-89.9367829
803,80301,80301,Standard,Boulder,CO,22555,777.7586207,597293486,26481.64425,10634,29,2.93,40.0406506,-105.2077798,40.0908581,-105.102967,40.0110817,-105.2826709
19,1940,1940,Standard,Lynnfield,MA,12108,1147.677725,435804121,35993.07243,4729,10.55,0.66,42.5348403,-71.0438339,42.5745668,-70.9878728,42.5016849,-71.0752569
797,79701,79701,Standard,Midland,TX,27728,2332.043734,372804515,13445.05608,10310,11.89,0,31.9916009,-102.0832543,32.0208899,-102.0189659,31.9627711,-102.1251599
339,33935,33935,Standard,Labelle,FL,20383,59.79699005,126873695,6224.485846,8050,340.87,1.97,26.7752734,-81.4718387,26.94487,-81.258518,26.5228799,-81.5823069
175,17522,17522,Standard,Ephrata,PA,32483,743.3180778,520261883,16016.43577,12752,43.7,0.46,40.1759417,-76.1667807,40.244568,-76.066828,40.1052739,-76.258751
233,23323,23323,Standard,Chesapeake,VA,35906,297.8515139,659655485,18371.73411,12548,120.55,5.67,36.6670596,-76.4331698,36.7966469,-76.269026,36.5505961,-76.5289569
349,34974,34974,Standard,Okeechobee,FL,23661,58.92123416,234016416,9890.385698,14189,401.57,21.04,27.1159448,-80.9428911,27.302218,-80.5461271,26.919629,-81.1693269
662,66219,66219,Standard,Lenexa,KS,10486,1381.554677,287444490,27412.21533,4842,7.59,0.07,38.9630378,-94.7795149,38.991019,-94.757909,38.9147981,-94.7978979
16,1607,1607,Standard,Worcester,MA,8351,2634.384858,126734994,15176.0261,3850,3.17,0.05,42.232124,-71.7919027,42.2741489,-71.758928,42.206028,-71.812945
913,91311,91311,Standard,Chatsworth,CA,36557,1139.557357,900828883,24641.76171,14021,32.08,0.93,34.2710376,-118.61481,34.350094,-118.55626,34.2221258,-118.6522849
111,11111,11111,Standard,Manhattan,NY,X,X,X,X,X,X,X,40.7563454,-73.9261383,X,X,X,X
140,14048,14048,Standard,Dunkirk,NY,15072,646.8669528,184208809,12221.92204,7365,23.3,7.32,42.4916716,-79.3240228,42.537275,-79.2368319,42.4392641,-79.420945
550,55068,55068,Standard,Rosemount,MN,27490,641.6900093,726585593,26430.90553,9859,42.84,2.04,44.7530325,-93.0776568,44.785298,-92.9661779,44.673198,-93.2177531
421,42101,42101,Standard,Bowling Green,KY,55648,196.5596411,523596590,9409.081908,22143,283.11,3.33,37.1184213,-86.5400674,37.2106531,-86.254583,36.8444208,-86.6878359
313,31322,31322,Standard,Pooler,GA,21137,747.9476292,440199538,20826.01779,8940,28.26,1,32.0883381,-81.2628961,32.189996,-81.1956299,32.0276471,-81.3109031
365,36526,36526,Standard,Daphne,AL,27890,745.7219251,564796697,20250.86759,12523,37.4,1.33,30.6257115,-87.8746146,30.6719599,-87.795093,30.5491979,-87.925477
14,1453,1453,Standard,Leominster,MA,40883,1436.00281,819352735,20041.40437,17912,28.47,0.53,42.5233434,-71.7385225,42.573901,-71.6925369,42.474378,-71.8337581
337,33760,33760,Standard,Clearwater,FL,15133,2961.448141,225139356,14877.37765,7549,5.11,0.23,27.905178,-82.7158302,27.9369659,-82.693013,27.8705,-82.730466
10,1085,1085,Standard,Westfield,MA,41117,685.8548791,785248422,19097.90165,16363,59.95,1.14,42.1318779,-72.7570024,42.245007,-72.6727481,42.0716579,-72.86777
809,80907,80907,Standard,Colorado Springs,CO,26758,2705.561173,407595608,15232.66343,13535,9.89,0.02,38.8778926,-104.8104424,38.903897,-104.767864,38.8501149,-104.875246
708,70808,70808,Standard,Baton Rouge,LA,32504,2692.957746,725980328,22335.10731,15238,12.07,0.39,30.4192451,-91.1448981,30.437958,-91.1020109,30.3636791,-91.1883479
446,44601,44601,Standard,Alliance,OH,35294,431.4142525,418296686,11851.77894,15367,81.81,3.01,40.9202113,-81.1416691,40.988892,-81.0281779,40.8431201,-81.595011
784,78403,78403,XX,CORPUS CHRISTI,TX,865,XX,XX,XX,XX,XX,XX,27.8,-97.39,XX,XX,XX,XX
179,17901,17901,Standard,Pottsville,PA,23990,307.4458542,365382174,15230.60333,11387,78.03,0.35,40.6702074,-76.2015572,40.7716741,-76.1283459,40.6122728,-76.3938729
940,94080,94080,Standard,South San Francisco,CA,63975,6223.249027,1494580412,23361.9447,21946,10.28,0.11,37.6531903,-122.4184108,37.6790449,-122.374315,37.63397,-122.471883
146,14606,14606,Standard,Rochester,NY,28255,2906.893004,354127125,12533.25518,12090,9.72,0.07,43.168856,-77.6936948,43.193931,-77.6307669,43.1513179,-77.77358
356,35611,35611,Standard,Athens,AL,25251,221.422308,326862243,12944.52667,12037,114.04,15.65,34.761354,-87.0824045,34.8476109,-86.938114,34.670834,-87.2815569
232,23234,23234,Standard,Richmond,VA,42989,2178.864673,562632911,13087.83435,16952,19.73,0.67,37.4664427,-77.4628325,37.517745,-77.4198249,37.409633,-77.520947
727,72756,72756,Standard,Rogers,AR,38455,275.9994258,553000893,14380.4679,16779,139.33,15.54,36.3058572,-93.9674371,36.4556428,-93.8141001,36.1996869,-94.2305599
342,34203,34203,Standard,Bradenton,FL,34862,2209.252218,447369876,12832.59354,17342,15.78,0.64,27.4481958,-82.5131717,27.465868,-82.4556269,27.411732,-82.563613
64,6468,6468,Standard,Monroe,CT,19479,747.1806674,646972345,33213.83772,6918,26.07,0.2,41.3405617,-73.2175571,41.3917109,-73.1570551,41.293114,-73.3058609
194,19460,19460,Standard,Phoenixville,PA,40154,1135.576923,1206707356,30051.98376,16748,35.36,1.24,40.1180715,-75.5393155,40.177697,-75.4232039,40.076021,-75.620863
60,6002,6002,Standard,Bloomfield,CT,20486,786.1089793,516113780,25193.48726,9019,26.06,0.17,41.8394458,-72.7333604,41.905705,-72.663302,41.7998799,-72.7974969
185,18517,18517,Standard,Taylor,PA,5274,1258.711217,73424129,13921.90538,2276,4.19,0,41.3967921,-75.7197039,41.419221,-75.692605,41.3716379,-75.7413329
150,15062,15062,Standard,Monessen,PA,7731,2300.892857,93537303,12098.99146,4244,3.36,0.17,40.1456386,-79.8800832,40.1659931,-79.85779,40.1292599,-79.9049539
376,37604,37604,Standard,Johnson City,TN,34245,1013.765542,486149818,14196.22771,17350,33.78,0,36.2894696,-82.3560389,36.3780809,-82.3178541,36.2222399,-82.448396
344,34479,34479,Standard,Ocala,FL,13032,748.9655172,158670178,12175.42802,5695,17.4,0,29.2434976,-82.116955,29.3309469,-82.070461,29.1544419,-82.1812109
448,44883,44883,Standard,Tiffin,OH,29413,176.2418359,411824991,14001.46163,12559,166.89,1.37,41.1397548,-83.1863358,41.255772,-83.0299001,40.990888,-83.304896
368,36869,36869,Standard,Phenix City,AL,18751,250.7488633,195419824,10421.83478,8372,74.78,0.52,32.417451,-85.0441304,32.4794939,-84.96303,32.3423869,-85.245779
23,2324,2324,Standard,Bridgewater,MA,26563,972.2913616,572230266,21542.38098,8336,27.32,1.09,41.9647407,-70.9665682,42.011068,-70.899187,41.929592,-71.0541839
954,95476,95476,Standard,Sonoma,CA,35394,316.0460755,627942566,17741.4976,16559,111.99,0.82,38.2315738,-122.4693688,38.3704958,-122.349564,38.1006191,-122.571292
532,53201,53201,Standard,WAUWATOSA,WI,X,X,X,X,X,X,X,43.06,-87.96,X,X,X,X
840,84062,84062,Standard,Pleasant Grove,UT,43269,1063.120393,644577293,14896.97689,12319,40.7,0.03,40.3882329,-111.7256936,40.438235,-111.6859151,40.344471,-111.773399
458,45813,45813,Standard,Antwerp,OH,3530,64.40430578,53919033,15274.5136,1587,54.81,0.58,41.1797363,-84.7106567,41.263554,-84.622393,41.1210911,-84.803594
920,92056,92056,Standard,Oceanside,CA,51835,4176.873489,944700547,18225.14801,20128,12.41,0.04,33.192168,-117.3028803,33.248523,-117.2487821,33.1527181,-117.334244
530,53092,53092,Standard,Thiensville,WI,20024,982.0500245,920839349,45986.78331,8794,20.39,1.67,43.2145528,-87.9530849,43.265184,-87.8861859,43.192019,-88.003814
276,27603,27603,Standard,Raleigh,NC,47033,911.3156365,836671525,17789.03164,19550,51.61,0.5,35.6631125,-78.6795836,35.804513,-78.5991229,35.563192,-78.7279159
473,47302,47302,Standard,Muncie,IN,27592,415.6047598,288216688,10445.66135,13373,66.39,0.23,40.1145913,-85.3756249,40.2081231,-85.2800009,40.060206,-85.4805421
637,63748,63748,Standard,Frohna,MO,1015,13.90220518,13386812,13188.97734,477,73.01,3.12,37.6592942,-89.6063278,37.77395,-89.475932,37.563953,-89.723547
113,11385,11385,Standard,Ridgewood,NY,98592,27310.80332,1463939487,14848.4612,37251,3.61,0.03,40.6980708,-73.8948295,40.714363,-73.8521449,40.6824469,-73.924532
620,62025,62025,Standard,Edwardsville,IL,33748,309.6146789,758736977,22482.42791,13409,109,1.82,38.8414469,-89.9440061,38.938271,-89.814061,38.736805,-90.081071
937,93725,93725,Standard,Fresno,CA,24979,381.7667737,213137120,8532.652228,6974,65.43,0.06,36.6765725,-119.7194377,36.72227,-119.6459061,36.4893199,-119.7910119
986,98661,98661,Standard,Vancouver,WA,41740,3930.320151,589518508,14123.58668,18556,10.62,0.71,45.6405414,-122.6204002,45.6788359,-122.591521,45.608139,-122.693066
377,37743,37743,Standard,Greeneville,TN,25588,116.0611421,291305590,11384.46108,11932,220.47,1.43,36.0941226,-82.8640623,36.245836,-82.6470959,35.9218391,-83.0546569
466,46614,46614,Standard,South Bend,IN,29573,558.9302589,529100337,17891.33118,13581,52.91,0.05,41.6009257,-86.2767995,41.6566969,-86.164078,41.5349871,-86.414074
384,38464,38464,Standard,Lawrenceburg,TN,22293,79.79168904,241120784,10815.98636,10036,279.39,0.71,35.3208843,-87.5000082,35.4432399,-87.1494271,35.1234899,-87.6708
957,95747,95747,Standard,Roseville,CA,51870,1112.612613,1194839583,23035.27247,19836,46.62,0,38.7902545,-121.3770336,38.846148,-121.301809,38.72279,-121.446773
350,35007,35007,Standard,Alabaster,AL,26225,701.5783842,506999934,19332.69529,9799,37.38,0.67,33.2288218,-86.7919009,33.2717601,-86.727774,33.1656531,-86.8621831
298,29847,29847,Standard,Trenton,SC,5480,60.31920748,61253253,11177.60091,2154,90.85,1.05,33.6833936,-81.8442934,33.7805338,-81.7225839,33.626407,-81.9730161
648,64870,64870,Standard,Webb City,MO,14325,421.1996472,196791554,13737.6303,5829,34.01,0.06,37.1794866,-94.5108862,37.2594239,-94.39968,37.1015329,-94.566383
852,85260,85260,Standard,Scottsdale,AZ,36056,2481.486579,1084111228,30067.42922,19498,14.53,0.01,33.6160293,-111.8926303,33.6442611,-111.851714,33.580717,-111.9276071
786,78648,78648,Standard,Luling,TX,7683,52.79686641,91213605,11872.13393,3112,145.52,0.7,29.7065365,-97.654811,29.785124,-97.514258,29.552338,-97.7764238
611,61104,61104,Standard,Rockford,IL,19269,4272.505543,169779061,8810.994914,9013,4.51,0.06,42.2473619,-89.0800227,42.270305,-89.0225279,42.220062,-89.109145
515,51503,51503,Standard,Council Bluffs,IA,36376,306.3758107,683574290,18791.90373,15251,118.73,1.46,41.2567691,-95.7721204,41.3509301,-95.6506059,41.072879,-95.8833459
379,37917,37917,Standard,Knoxville,TN,24072,2446.341463,259962219,10799.36104,12807,9.84,0,36.0059438,-83.9161935,36.0333661,-83.8652039,35.9688468,-83.956849
78,7869,7869,Standard,Randolph,NJ,25291,1259.511952,1099727672,43482.96517,9247,20.08,0.22,40.8482888,-74.5814773,40.883784,-74.509252,40.804873,-74.657802
805,80551,80551,XX,WINDSOR,CO,,XX,XX,XX,XX,XX,XX,40.48,-104.9,XX,XX,XX,XX
983,98390,98390,Standard,Sumner,WA,10461,1081.79938,235353657,22498.19874,4688,9.67,0.17,47.2147081,-122.2310067,47.257556,-122.196765,47.1583739,-122.2637819
110,11050,11050,Standard,Port Washington,NY,30171,3020.12012,1444576628,47879.64032,11863,9.99,1.93,40.847001,-73.6948234,40.8732729,-73.6496729,40.803543,-73.7406879
740,74012,74012,Standard,Broken Arrow,OK,57526,2323.344103,1133872659,19710.61188,22205,24.76,0.04,36.0582663,-95.7932008,36.104434,-95.7615638,36.0134949,-95.851275
115,11580,11580,Standard,Valley Stream,NY,40113,10259.07928,938178253,23388.38414,13506,3.91,0.02,40.6710379,-73.706594,40.695389,-73.679909,40.6576341,-73.7283829
144,14411,14411,Standard,Albion,NY,14491,127.9219633,159800995,11027.60299,5487,113.28,0.34,43.2229834,-78.2476146,43.3390969,-78.0759839,43.1243419,-78.3230799
83,8348,8348,Standard,Port Elizabeth,NJ,275,189.6551724,,,126,1.45,0.11,39.3181395,-74.9530257,39.331114,-74.914219,39.3004259,-74.979067
100,10001,10001,Standard,New York,NY,21102,34035.48387,1031960117,48903.42702,12476,0.62,0,40.7536854,-73.9991637,40.8282129,-73.9321059,40.743451,-74.007945
142,14226,14226,Standard,Buffalo,NY,29267,4235.455861,628319962,21468.5469,13007,6.91,0,42.9674726,-78.7986181,43.0037741,-78.7642039,42.948353,-78.8238399
467,46725,46725,Standard,Columbia City,IN,23080,112.4591921,393312576,17041.27279,10162,205.23,2.27,41.1521887,-85.4788065,41.3026459,-85.313412,40.9896491,-85.625395
469,46953,46953,Standard,Marion,IN,24177,285.139757,214869665,8887.35844,10259,84.79,0.11,40.5347721,-85.7051116,40.5697319,-85.4380839,40.450653,-85.8020789
444,44425,44425,Standard,Hubbard,OH,14898,482.6044704,238656592,16019.37119,6793,30.87,0.14,41.1543313,-80.5660657,41.226656,-80.5184539,41.1194599,-80.6497031
460,46060,46060,Standard,Noblesville,IN,34708,434.6105685,713801594,20565.9097,14049,79.86,0.75,40.0542448,-85.9508923,40.1633269,-85.8437928,39.984058,-86.0393819
193,19365,19365,Standard,Parkesburg,PA,7006,392.0537213,137602365,19640.64587,2725,17.87,0.07,39.9665304,-75.9347113,40.0098561,-75.862428,39.912605,-75.9724068
768,76877,76877,Standard,San Saba,TX,4558,8.201824627,40977443,8990.224441,2108,555.73,1.41,31.1904591,-98.7921836,31.378717,-98.4423219,30.916118,-99.0920801
120,12019,12019,Standard,Ballston Lake,NY,14740,499.6610169,375912405,25502.87687,5944,29.5,0.49,42.9352394,-73.8536683,42.9895651,-73.7867289,42.876672,-74.0203289
290,29072,29072,Standard,Lexington,SC,49566,723.908281,1082232894,21834.17855,20521,68.47,18.9,33.9989114,-81.2739073,34.063032,-81.128446,33.8935389,-81.3897619
75,7512,7512,Standard,Totowa,NJ,10804,2742.13198,269217395,24918.30757,3918,3.94,0.07,40.9025415,-74.223802,40.924748,-74.1960939,40.882569,-74.251887
633,63366,63366,Standard,O Fallon,MO,46175,671.6363636,1044031923,22610.3286,17758,68.75,1.33,38.8809704,-90.7342734,38.937044,-90.6182099,38.760908,-90.8142929
148,14891,14891,Standard,Watkins Glen,NY,4149,79.52846463,64012667,15428.45674,2070,52.17,0.11,42.3682998,-76.9412601,42.4441,-76.849107,42.3092029,-77.066591
927,92701,92701,Standard,Santa Ana,CA,53908,16485.62691,483821286,8974.94409,13175,3.27,0,33.7463915,-117.8604472,33.7619028,-117.8342,33.733357,-117.876599
217,21784,21784,Standard,Sykesville,MD,37941,659.4993916,1090741182,28748.35091,13454,57.53,2.03,39.3919764,-76.9873477,39.4791079,-76.873364,39.308803,-77.056448
355,35594,35594,Standard,Winfield,AL,7794,53.94891673,97281266,12481.55838,3724,144.47,0.17,33.9323545,-87.7566513,34.0729379,-87.6359199,33.6448199,-87.960524
958,95834,95834,Standard,Sacramento,CA,25899,2592.492492,447358857,17273.20966,10085,9.99,0.27,38.6418022,-121.5255815,38.6709239,-121.4695249,38.6258909,-121.57661
312,31216,31216,Standard,Macon,GA,16109,292.3062965,251849778,15634.10379,6245,55.11,0.49,32.7180396,-83.6986568,32.819885,-83.5427941,32.625791,-83.776983
610,61008,61008,Standard,Belvidere,IL,34311,396.9342897,636155997,18540.87602,12775,86.44,0.57,42.2501791,-88.8455037,42.355868,-88.7251309,42.1533121,-88.940731
22,2205,2205,XX,BOSTON,MA,1513,XX,XX,XX,XX,XX,XX,42.35,-71.06,XX,XX,XX,XX
74,7470,7470,Standard,Wayne,NJ,54717,2300.967199,1736798032,31741.47033,19768,23.78,1.45,40.9411487,-74.2531465,41.014063,-74.193401,40.8828509,-74.2904149
352,35217,35217,Standard,Birmingham,AL,13729,759.3473451,141961937,10340.29696,6263,18.08,0.06,33.586822,-86.7718017,33.665939,-86.7161468,33.5504211,-86.8013019
781,78155,78155,Standard,Seguin,TX,45341,127.8760188,586063198,12925.6787,18039,354.57,1.53,29.5068941,-97.9157099,29.7727559,-97.740124,29.3772369,-98.1377051
38,3833,3833,Standard,Exeter,NH,20955,431.7058096,571105228,27253.88824,8668,48.54,0.61,42.9996568,-70.9784562,43.0338601,-70.8823826,42.8983858,-71.0894541
362,36272,36272,Standard,Piedmont,AL,13389,39.72054112,139212389,10397.51953,6294,337.08,1.39,33.9244795,-85.6113128,34.1132531,-85.387927,33.7298198,-85.8279501
385,38555,38555,Standard,Crossville,TN,18809,193.8872281,179097318,9521.894731,8922,97.01,0.37,35.9186133,-84.9609464,36.014316,-84.8530288,35.7766491,-85.1167289
172,17202,17202,Standard,Chambersburg,PA,30200,253.6962366,476586178,15780.99927,12214,119.04,0.03,39.9289165,-77.7108686,40.0532988,-77.5010769,39.8094448,-77.8493781
315,31510,31510,Standard,Alma,GA,9848,47.08132141,103728705,10532.97167,4230,209.17,18.38,31.5412085,-82.4319405,31.7194251,-82.3004629,31.377132,-82.617604
729,72904,72904,Standard,Fort Smith,AR,21893,1668.67378,174619972,7976.06413,8447,13.12,1.77,35.4097046,-94.387352,35.4526569,-94.343334,35.381321,-94.4342261
54,5478,5478,Standard,Saint Albans,VT,14449,238.9449314,251628373,17414.93342,6621,60.47,0.59,44.7603371,-73.1437808,44.9213169,-72.989909,44.6822529,-73.229554
251,25159,25159,Standard,Poca,WV,5163,146.5512347,82672095,16012.41429,2179,35.23,0.66,38.49971,-81.7677645,38.606079,-81.7219941,38.4380569,-81.8423569
959,95988,95988,Standard,Willows,CA,8857,28.52220397,102612363,11585.45365,3543,310.53,0.8,39.5004505,-122.3107517,39.666021,-122.027789,39.364566,-122.512863
951,95119,95119,Standard,San Jose,CA,9970,3522.968198,288762187,28963.10802,3200,2.83,0,37.2318159,-121.7822278,37.245684,-121.765069,37.206872,-121.803982
463,46383,46383,Standard,Valparaiso,IN,39687,454.9696205,780910875,19676.74238,16472,87.23,0.6,41.4613036,-86.9624086,41.574013,-86.9237749,41.329643,-87.0728649
890,89081,89081,Standard,North Las Vegas,NV,29774,3985.809906,487486661,16372.89786,10880,7.47,0.04,36.266572,-115.0999753,36.290863,-115.0611801,36.2366839,-115.137103
563,56301,56301,Standard,Saint Cloud,MN,32434,436.9981137,505108429,15573.42385,12235,74.22,2.01,45.4651346,-94.2515552,45.5625129,-94.0801599,45.4210749,-94.384703
431,43125,43125,Standard,Groveport,OH,12161,387.0464672,216457422,17799.31108,5539,31.42,0.65,39.8344168,-82.8748301,39.9024259,-82.8309078,39.7820199,-82.944538
672,67219,67219,Standard,Wichita,KS,12121,835.9310345,161363889,13312.75382,4629,14.5,0.17,37.7618735,-97.3192542,37.8251269,-97.280636,37.662703,-97.345498
880,88008,88008,Standard,Santa Teresa,NM,5747,116.903987,76775840,13359.29006,2097,49.16,0,31.8397756,-106.6880841,31.90353,-106.601841,31.7839261,-106.7982561
358,35824,35824,Standard,Huntsville,AL,6070,475.7053292,158602736,26128.95157,3139,12.76,0.17,34.653069,-86.7315785,34.6923,-86.6634569,34.6108999,-86.78818
234,23455,23455,Standard,Virginia Beach,VA,47938,2973.82134,981114738,20466.32605,20439,16.12,3.25,36.8974486,-76.1435915,36.9331308,-76.0903549,36.852951,-76.302229
941,94124,94124,Standard,San Francisco,CA,33996,6895.740365,443516394,13046.13466,10812,4.93,1.08,37.7304167,-122.384425,37.7536288,-122.356879,37.708231,-122.408137
291,29115,29115,Standard,Orangeburg,SC,31128,238.473914,266366266,8557.127538,14125,130.53,0.8,33.479032,-80.8322428,33.581322,-80.6510151,33.392446,-81.292889
285,28562,28562,Standard,New Bern,NC,36176,233.6649012,568623402,15718.24972,16926,154.82,3.65,35.1217955,-77.1715228,35.239118,-76.947612,34.926919,-77.292402
640,64030,64030,Standard,Grandview,MO,24422,1659.103261,339797005,13913.56175,11052,14.72,0.06,38.8895526,-94.5315029,38.9108349,-94.477154,38.841434,-94.563841
394,39443,39443,Standard,Laurel,MS,21939,83.29789658,314174022,14320.34377,9398,263.38,3.19,31.7626903,-89.2086773,31.890531,-88.858904,31.5369699,-89.313701
737,73712,73712,Standard,Aline,OK,X,X,X,X,X,X,X,36.5092449,-99.5693644,X,X,X,X
541,54154,54154,Standard,Oconto Falls,WI,5548,66.57866315,88348066,15924.30894,2483,83.33,0.94,44.8549236,-88.1876676,45.0252009,-88.080529,44.768056,-88.326404
29,2917,2917,Standard,Smithfield,RI,13762,645.1945617,288048102,20930.68609,4689,21.33,1.13,41.9036825,-71.5130445,41.943684,-71.4665968,41.863766,-71.5901079
454,45421,45421,Standard,SHARONVILLE,OH,X,X,X,X,X,X,X,39.09,-84.51,X,X,X,X
667,66762,66762,Standard,Pittsburg,KS,24786,184.9977609,288068097,11622.21,11172,133.98,1.73,37.3960411,-94.7070616,37.5062621,-94.6168579,37.2071899,-95.0152729
549,54952,54952,Standard,Menasha,WI,25729,914.6462851,479007307,18617.40864,11511,28.13,0.39,44.1790349,-88.3433623,44.2401269,-88.2209659,44.133693,-88.4685629
